TYPE,WDPAID,NAME,IUCN_CAT,MARINE,REP_AREA,GIS_AREA,GIS_AREA_imputed,NO_TAKE,STATUS,STATUS_YR,ISO3,GOV_TYPE
Polygon,352257,Médio Rio Negro II,Not Reported,0,3161.94989,3157.17124401805,False,Unknown,Designated,2000,BRA,Indigenous peoples
Polygon,115539,Kanamari do Rio Juruá,Not Reported,0,5964.3364,6017.4274557879,False,Unknown,Designated,2002,BRA,Indigenous peoples
Polygon,115418,Tenharim do Igarapé Preto,Not Reported,0,874.131478,855.870865773857,False,Unknown,Designated,2006,BRA,Indigenous peoples
Polygon,555592643,Zona de Proteccion Paisajistica,Not Reported,0,73.68317,73.6395470972296,False,Unknown,Designated,1988,BOL,Sub-national ministry or agency
Polygon,352441,Massacara,Not Reported,0,80.200802,80.24205615262,False,Unknown,Designated,1996,BRA,Indigenous peoples
Polygon,555592644,Cerro Viscachani,Not Reported,0,74.38158,74.0939385706508,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,33927,Arariboia,Not Reported,0,4132.880472,4138.16597867875,False,Unknown,Designated,1996,BRA,Indigenous peoples
Polygon,555592645,Parque Ecologico Urbano de Cobija,Not Reported,0,77.086115,76.392086074765,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592646,Mamore Ibare,Not Reported,0,75.283064,75.2656443872121,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,352581,Capivari,Not Reported,0,0.433215,0.434454183131141,False,Unknown,Designated,2003,BRA,Indigenous peoples
Polygon,33867,Jaquiri,Not Reported,0,18.199825,19.1771369275039,False,Unknown,Designated,1995,BRA,Indigenous peoples
Polygon,33936,Lagoa Comprida,Not Reported,0,131.982651,132.454248818535,False,Unknown,Designated,1996,BRA,Indigenous peoples
Polygon,352460,Pilad Rebuá,Not Reported,0,2.083702,2.16782752222942,False,Unknown,Designated,1993,BRA,Indigenous peoples
Polygon,555592647,Cotapachi,Not Reported,0,74.485968,74.3229095371608,False,Unknown,Designated,2006,BOL,Sub-national ministry or agency
Polygon,555592648,Norte de Tiquipaya,Not Reported,0,74.498223,74.3433446616792,False,Unknown,Designated,2005,BOL,Sub-national ministry or agency
Polygon,555592649,Machia,Not Reported,0,74.553492,74.4909839401171,False,Unknown,Designated,1993,BOL,Sub-national ministry or agency
Polygon,555592650,Colcapirhua,Not Reported,0,74.485669,74.3278162075073,False,Unknown,Designated,2003,BOL,Sub-national ministry or agency
Polygon,555592627,Huayllani,Not Reported,0,3.006259,10.3747843381149,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592628,Huallatanipampa,Not Reported,0,3.005846,14.9434752393838,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592651,Bosque de algarrobo Tiataco,Not Reported,0,74.37927,74.2505855997441,False,Unknown,Designated,2008,BOL,Sub-national ministry or agency
Polygon,555592629,Serranías Chicani,Not Reported,0,3.006505,11.5172176005807,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592630,Siete Lagunas,Not Reported,0,3.007663,7.79294663493189,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592631,Huaripampa,Not Reported,0,3.007687,15.6219249732615,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592652,Tacoloma,Not Reported,0,74.37927,74.2505855997441,False,Unknown,Designated,2006,BOL,Sub-national ministry or agency
Polygon,555592653,Arenales de Cochiraya y San Pedro,Not Reported,0,74.38158,74.0939385706508,False,Unknown,Designated,1996,BOL,Sub-national ministry or agency
Polygon,555592654,San Agustin,Not Reported,0,72.494295,72.4956487197131,False,Unknown,Designated,2006,BOL,Sub-national ministry or agency
Polygon,555592658,Pasorapa,Not Reported,0,1796.143278,1796.37038388089,False,Unknown,Designated,2010,BOL,Sub-national ministry or agency
Polygon,342501,Area de proteccion del Pino del Cerro,Not Reported,0,47.037912,47.0393287571064,False,Unknown,Designated,1991,BOL,Sub-national ministry or agency
Polygon,555592632,Hampaturi,Not Reported,0,3.007576,26.3557988616079,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,342495,Area 1 Madre de Dios,Not Reported,0,511.0086,511.009168580802,False,Unknown,Proposed,0,BOL,Not Reported
Polygon,555592639,Chapare,Not Reported,0,74.54932,74.5412360671461,False,Unknown,Designated,1992,BOL,Sub-national ministry or agency
Polygon,555592640,Pocotaika,Not Reported,0,74.356949,74.1962550185359,False,Unknown,Designated,1992,BOL,Sub-national ministry or agency
Polygon,555592641,Lago San jose,Not Reported,0,76.544598,76.3982753376308,False,Unknown,Designated,1995,BOL,Sub-national ministry or agency
Polygon,20037,Carrasco,Not Reported,0,6939.92692019,6914.8854742394,False,Unknown,Designated,1988,BOL,Federal or national ministry or agency
Polygon,4644,Tunari,Not Reported,0,3288.78721635,3284.94925681137,False,Unknown,Designated,1962,BOL,Federal or national ministry or agency
Polygon,342496,Area 2 Madre de Dios,Not Reported,0,36.7662,36.766829092647,False,Unknown,Proposed,0,BOL,Not Reported
Polygon,555592596,Parabanó,Not Reported,0,374.901463,375.159252010737,False,Unknown,Designated,2004,BOL,Sub-national ministry or agency
Polygon,555592642,Churo Negro,Not Reported,0,74.10342,74.1140548560933,False,Unknown,Designated,2007,BOL,Sub-national ministry or agency
Polygon,342503,Altamachi,Not Reported,0,677.2015,677.216405405889,False,Unknown,Proposed,0,BOL,Not Reported
Polygon,555592597,Serrania Sararenda-Cuevo,Not Reported,0,528.61256,528.983110824782,False,Unknown,Designated,2005,BOL,Sub-national ministry or agency
Polygon,555592609,Curichi El Cuajo,Not Reported,0,3.798004,3.80055681116183,False,Unknown,Designated,2002,BOL,Sub-national ministry or agency
Polygon,67815,Los Lípez,Not Reported,0,14277.17,193.087304367344,False,Unknown,Designated,1990,BOL,Not Reported
Polygon,342463,Huaripampa,Not Reported,0,15.72478351,15.6236950554684,False,Unknown,Designated,1980,BOL,Sub-national ministry or agency
Polygon,342481,El Dorado,IV,0,1717.114,1717.1586685106,False,Unknown,Designated,1988,BOL,Sub-national ministry or agency
Polygon,342482,Estancias Elsner Espírir,IV,0,1001.0138,1000.88281246664,False,Unknown,Designated,1978,BOL,Not Reported
Polygon,342484,Estancias San Rafael,IV,0,448.7738,448.747577938666,False,Unknown,Designated,1978,BOL,Not Reported
Polygon,342490,Santa Cruz la Vieja,Not Reported,0,296.9021,296.891497303382,False,Unknown,Designated,1989,BOL,Government-delegated management
Polygon,342497,Area 3 Madre de Dios,Not Reported,0,39.0829,39.0844977409303,False,Unknown,Proposed,0,BOL,Not Reported
Polygon,342498,Area 4 Madre de Dios,Not Reported,0,19.0447,19.0465232069434,False,Unknown,Proposed,0,BOL,Not Reported
Polygon,342499,Corvalan,Not Reported,0,49.2184,49.2178515077503,False,Unknown,Designated,0,BOL,Not Reported
Polygon,342500,Area de proteccion del Quebracho Colorado,IV,0,1315.5338,1315.51633445352,False,Unknown,Designated,0,BOL,Government-delegated management
Polygon,342502,Altamachi,Not Reported,0,0.0,4099.02253604652,False,Unknown,Proposed,0,BOL,Not Reported
Polygon,555592613,San Nicolas,Not Reported,0,90.92377,90.9652002578037,False,Unknown,Designated,2004,BOL,Sub-national ministry or agency
Polygon,555592614,Monteagudo,Not Reported,0,20.081059,20.0897876688197,False,Unknown,Designated,2001,BOL,Sub-national ministry or agency
Polygon,303895,Cotapata,IV,0,350.0,612.961387740658,False,Unknown,Designated,1993,BOL,Federal or national ministry or agency
Polygon,303897,Isiboro Securé,Not Reported,0,10278.34,12345.6416567659,False,Unknown,Designated,1990,BOL,Federal or national ministry or agency
Polygon,303898,Pilón Lajas,Not Reported,0,4026.23,4008.10707927303,False,Unknown,Designated,1992,BOL,Federal or national ministry or agency
Polygon,555592593,San Ignacio,Not Reported,0,766.953808,766.517722304306,False,Unknown,Designated,2001,BOL,Sub-national ministry or agency
Polygon,555592615,Serranía Cordillera de los Milagros,Not Reported,0,496.153572,496.382032486173,False,Unknown,Designated,2001,BOL,Sub-national ministry or agency
Polygon,555592616,Cerros de Llucancari y Taraqui,Not Reported,0,3.005127,1.96616584954654,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592598,Serrania Sararenda-Camiri,Not Reported,0,113.936118,114.016701669394,False,Unknown,Designated,2005,BOL,Sub-national ministry or agency
Polygon,555592594,Orquídeas del Encanto,Not Reported,0,28.608351,28.6218619917293,False,Unknown,Designated,2005,BOL,Sub-national ministry or agency
Polygon,555592595,Jardín de Cactáceas de Bolivia,Not Reported,0,224.908336,224.96163667321,False,Unknown,Designated,2005,BOL,Sub-national ministry or agency
Polygon,555592603,Laguna Represa Sapocó,Not Reported,0,18.552023,18.5621271994281,False,Unknown,Designated,2007,BOL,Sub-national ministry or agency
Polygon,555592604,Tequeje,Not Reported,0,54.407676,54.0311236167321,False,Unknown,Designated,1998,BOL,Sub-national ministry or agency
Polygon,555592605,Tres arroyos,Not Reported,0,8.336608,8.28708951789235,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592619,Laguna Cota Cota,Not Reported,0,3.005755,0.0212350568951056,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592620,Cóndores Lakota,Not Reported,0,3.005635,0.11005010948714,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592606,Serrania del Tigre Alto Madidi,Not Reported,0,329.723176,326.924836480262,False,Unknown,Designated,2006,BOL,Sub-national ministry or agency
Polygon,555592607,Serrania de Paramarani,Not Reported,0,56.691932,56.2534448087604,False,Unknown,Designated,2007,BOL,Sub-national ministry or agency
Polygon,555592608,Pampas del río Yacuma,Not Reported,0,5981.505483,5962.24201357654,False,Unknown,Designated,2007,BOL,Sub-national ministry or agency
Polygon,555592610,Laguna Alalay,Not Reported,0,2.160633,2.15643063778821,False,Unknown,Designated,1989,BOL,Sub-national ministry or agency
Polygon,555592621,Cerro Ticani,Not Reported,0,3.005639,0.491512267275825,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592622,Jonkhomarca,Not Reported,0,3.005758,1.85937224676021,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592623,Cerro Aruntaya (23 de marzo),Not Reported,0,3.006048,0.571595904289046,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592611,Quebrada El Chape,Not Reported,0,35.831949,35.8517154924429,False,Unknown,Designated,2004,BOL,Sub-national ministry or agency
Polygon,555592612,Entre Ríos,Not Reported,0,201.767311,201.841356931457,False,Unknown,Designated,1993,BOL,Sub-national ministry or agency
Polygon,555592633,La Cumbre (apacheta),Not Reported,0,3.00817,32.477574969585,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592634,El Villar,Not Reported,0,73.358952,73.3834736120828,False,Unknown,Designated,2001,BOL,Sub-national ministry or agency
Polygon,555592635,Serrania de Ticoma,Not Reported,0,74.850517,74.4560132032442,False,Unknown,Designated,2004,BOL,Sub-national ministry or agency
Polygon,555592636,Cerro Uchumachi,Not Reported,0,75.201212,74.7873714417016,False,Unknown,Designated,1995,BOL,Sub-national ministry or agency
Polygon,555592637,Kaluyo,Not Reported,0,74.37927,74.2505855997441,False,Unknown,Designated,2007,BOL,Sub-national ministry or agency
Polygon,555592638,Incachaca,Not Reported,0,74.458536,74.347021639282,False,Unknown,Designated,2007,BOL,Sub-national ministry or agency
Polygon,555592655,Cabeceras del Maniqui,Not Reported,0,2485.813178,2477.84271108593,False,Unknown,Designated,2007,BOL,Sub-national ministry or agency
Polygon,555592656,Lago Tumichucua,Not Reported,0,76.51058,76.3525177952076,False,Unknown,Designated,1995,BOL,Sub-national ministry or agency
Polygon,555592657,Lagarpampa,Not Reported,0,303.378138,303.293488775032,False,Unknown,Designated,2009,BOL,Sub-national ministry or agency
Polygon,555592659,Parque Urbano Central,Not Reported,0,0.0,0.36226118900971,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592660,Bosque de Bolognia,Not Reported,0,0.0,0.732789885059169,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592661,Gran Jardín de la Revolución,Not Reported,0,0.0,6.00138693049938,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,303891,San Matías,Not Reported,0,30178.1016882,29303.7671743253,False,Unknown,Designated,1997,BOL,Federal or national ministry or agency
Polygon,555592662,"Cos Challaloma-Condor Samaña, Snias Amor de Dios-Coloradas de La Florida, Co Azusinani",Not Reported,0,0.0,4.99139899981746,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592663,Cobaipo,Not Reported,0,3470.37,3431.73407986768,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592664,Curichi La Madre,Not Reported,0,0.0,342.673435923841,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592665,Río Piraí,Not Reported,0,0.0,291.169427026212,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592666,Laguna de Marfil,Not Reported,0,710.55,67.534407704471,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592667,Muela del Diablo,Not Reported,0,0.0,54.6610416551801,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,9308,Estación Biológica del Beni,Not Reported,0,1350.15341364,1348.49375442042,False,Unknown,Designated,1982,BOL,Federal or national ministry or agency
Polygon,31,Noel Kempff Mercado,Not Reported,0,16467.5617837,16171.9289438503,False,Unknown,Designated,1979,BOL,Federal or national ministry or agency
Polygon,98182,Cotapata,Not Reported,0,612.662599241,612.955239020109,False,Unknown,Designated,1993,BOL,Federal or national ministry or agency
Polygon,352294,Sapotal,Not Reported,0,12.644661,12.6520081226544,False,Unknown,Designated,2006,BRA,Indigenous peoples
Polygon,36,Eduardo Avaroa,Not Reported,0,6806.44446516,6808.03266291759,False,Unknown,Designated,1973,BOL,Federal or national ministry or agency
Polygon,20041,Tariquía,Not Reported,0,2472.5759314,2473.13233116472,False,Unknown,Designated,1989,BOL,Federal or national ministry or agency
Polygon,32866,Cordillera de Sama,Not Reported,0,1071.63917772,1067.8831363174,False,Unknown,Designated,1991,BOL,Federal or national ministry or agency
Polygon,303885,Otuquis,Not Reported,0,1069.34623225,1032.81137672134,False,Unknown,Designated,1997,BOL,Federal or national ministry or agency
Polygon,303886,El Palmar,Not Reported,0,605.406652941,602.659281510779,False,Unknown,Designated,1997,BOL,Federal or national ministry or agency
Polygon,20039,Toro Toro,Not Reported,0,168.369183151,168.057620548897,False,Unknown,Designated,1989,BOL,Federal or national ministry or agency
Polygon,9779,Amboró,Not Reported,0,4413.11148772,4386.4562510287,False,Unknown,Designated,1973,BOL,Federal or national ministry or agency
Polygon,20034,Cavernas del Repechón,Not Reported,0,2.0797134758,2.0740943466543,False,Unknown,Designated,1986,BOL,Federal or national ministry or agency
Polygon,33,Sajama,Not Reported,0,949.398664951,950.151910272726,False,Unknown,Designated,1939,BOL,Federal or national ministry or agency
Polygon,30,Isiboro Securé,Not Reported,0,13036.5881712,13008.4325590244,False,Unknown,Designated,1965,BOL,Federal or national ministry or agency
Polygon,20011,Pilón Lajas,Not Reported,0,3858.50001128,3858.58597314792,False,Unknown,Designated,1992,BOL,Federal or national ministry or agency
Polygon,303894,Madidi,Not Reported,0,6035.11340143,6038.16472672058,False,Unknown,Designated,1995,BOL,Federal or national ministry or agency
Polygon,303893,Apolobamba,Not Reported,0,4737.96058714,4741.65804259079,False,Unknown,Designated,1972,BOL,Federal or national ministry or agency
Polygon,35,Manuripi,Not Reported,0,7463.6241403,7467.73662999586,False,Unknown,Designated,1973,BOL,Federal or national ministry or agency
Polygon,342483,Ríos Blanco y Negro,Not Reported,0,13987.638797,13961.1461156424,False,Unknown,Designated,1990,BOL,Sub-national ministry or agency
Polygon,342485,Tuni Condoriri,Not Reported,0,91.754233,91.1259860242405,False,Unknown,Designated,1942,BOL,Sub-national ministry or agency
Polygon,342486,Incacasani Altamachi,Not Reported,0,227.720123,227.150018466607,False,Unknown,Designated,1991,BOL,Sub-national ministry or agency
Polygon,342488,Mirikiri,Not Reported,0,7.630543,7.57296259178408,False,Unknown,Designated,1945,BOL,Sub-national ministry or agency
Polygon,342489,Huancaroma,Not Reported,0,370.877119,369.110381635237,False,Unknown,Designated,1975,BOL,Sub-national ministry or agency
Polygon,342491,Yura,Not Reported,0,975.398643,973.163436969333,False,Unknown,Designated,1974,BOL,Sub-national ministry or agency
Polygon,342492,Llica,Not Reported,0,754.573926,749.261093692649,False,Unknown,Designated,1990,BOL,Sub-national ministry or agency
Polygon,342493,Cerro Tapilla,Not Reported,0,10.727226,10.6620742644522,False,Unknown,Designated,1940,BOL,Sub-national ministry or agency
Polygon,33909,Évare I,Not Reported,0,5481.775963,5487.23585836411,False,Unknown,Designated,2010,BRA,Indigenous peoples
Polygon,303899,Bruno Racua,Not Reported,0,737.991972,737.279140110466,False,Unknown,Designated,2005,BOL,Sub-national ministry or agency
Polygon,555592668,Valle de Tucavaca,Not Reported,0,2647.593496,2640.36822414952,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592671,Chuchini,Not Reported,0,75.317679,75.3007044369904,False,Unknown,Designated,1998,BOL,Sub-national ministry or agency
Polygon,34075,Raposa Serra do Sol,Not Reported,0,17474.647832,17448.5559874193,False,Unknown,Designated,2006,BRA,Indigenous peoples
Polygon,555592669,Santa Cruz La Vieja,Not Reported,0,173.038772,172.940502349862,False,Unknown,Designated,1989,BOL,Sub-national ministry or agency
Polygon,555592670,Rio Grande Valles Crucenos,Not Reported,0,7417.488288,7421.90280296372,False,Unknown,Designated,2007,BOL,Sub-national ministry or agency
Polygon,342461,Las Barrancas,Not Reported,0,2.246441,2.24643954064895,False,Unknown,Designated,1966,BOL,Sub-national ministry or agency
Polygon,342464,Pedro Ignacio Muiba,Not Reported,0,719.673139,719.988538995261,False,Unknown,Designated,1991,BOL,Sub-national ministry or agency
Polygon,555592673,Meandros del Ichilo,Not Reported,0,240.263076,240.247003880785,False,Unknown,Designated,1995,BOL,Sub-national ministry or agency
Polygon,555592674,Espejillos,Not Reported,0,12.575997,12.5851022489524,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,342466,Kenneth Lee,Not Reported,0,4404.748305,4408.30986005613,False,Unknown,Designated,1996,BOL,Sub-national ministry or agency
Polygon,555592677,Eva Eva Mosetenes,Not Reported,0,0.0,2248.8093302119,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592678,Humedales del Norte,Not Reported,0,0.0,4921.03252442135,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592679,Bosquecillo de Pura Pura,Not Reported,0,0.0,1.95969138395188,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,352363,M'barakay,Not Reported,0,0.0,95.8268791442499,False,Unknown,Proposed,2004,BRA,Indigenous peoples
Polygon,555592675,Poopo,Not Reported,0,0.0,1298.50819642493,False,Unknown,Designated,2002,BOL,Sub-national ministry or agency
Polygon,67817,Lagoa do Peixe,Not Reported,1,344.0,230.412226203262,False,Unknown,Designated,1993,BRA,Not Reported
Polygon,33928,Awa,Not Reported,0,1165.829182,1169.86394188573,False,Unknown,Designated,2009,BRA,Indigenous peoples
Polygon,555592676,El Cardón,Not Reported,0,0.0,65.066465986993,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592680,Cuchilla de Chuquiaguillo y Quebradas del río Callapa,Not Reported,0,6.014282,19.7277626981556,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592681,Laguna Yaguaru,Not Reported,0,11.90447,11.9138584334318,False,Unknown,Designated,2005,BOL,Sub-national ministry or agency
Polygon,352436,Karajá de Aruanã III,Not Reported,0,7.051748,7.0596152825213,False,Unknown,Designated,2001,BRA,Indigenous peoples
Polygon,555592682,Lagunas Santa Barbara y Brava,Not Reported,0,24.302503,16.6106570041789,False,Unknown,Designated,2002,BOL,Sub-national ministry or agency
Polygon,94063,Ilha do Bananal,Not Reported,0,5623.12,5891.80243379179,False,Unknown,Designated,1993,BRA,Not Reported
Polygon,94064,Reentrancias Maranhenses,Not Reported,1,26809.11,26152.4353110084,False,Unknown,Designated,1993,BRA,Not Reported
Polygon,555592683,Parque Ecológico Auquisamaña,Not Reported,0,1.020347,1.01377590449511,False,Unknown,Designated,0,BOL,Sub-national ministry or agency
Polygon,555592684,Valle de la Luna y Cactareo,Not Reported,0,6.010794,0.443121432002472,False,Unknown,Designated,2000,BOL,Sub-national ministry or agency
Polygon,555592685,Itenez,Not Reported,0,13680.262214,13689.0998525342,False,Unknown,Designated,1986,BOL,Sub-national ministry or agency
Polygon,342468,Iñao,Not Reported,0,2633.082155,2634.54222275176,False,Unknown,Designated,2004,BOL,Federal or national ministry or agency
Polygon,303896,Aguarague,Not Reported,0,1116.8348375,1108.59776842392,False,Unknown,Designated,2000,BOL,Federal or national ministry or agency
Polygon,303887,Amboró,Not Reported,0,1608.64961416,1598.8234109942,False,Unknown,Designated,1995,BOL,Federal or national ministry or agency
Polygon,33931,Caru,Not Reported,0,1726.673777,1708.58587664817,False,Unknown,Designated,1983,BRA,Indigenous peoples
Polygon,303884,Kaa-iya del Gran Chaco,Not Reported,0,34677.302133,34176.0944750428,False,Unknown,Designated,1995,BOL,Federal or national ministry or agency
Polygon,98183,Madidi,Not Reported,0,12752.507496,12761.5448482291,False,Unknown,Designated,1995,BOL,Federal or national ministry or agency
Polygon,303883,Otuquis,Not Reported,0,8955.04404638,9017.55494641511,False,Unknown,Designated,1997,BOL,Federal or national ministry or agency
Polygon,2037,Parque Nacional Pilón-Lajas,Not Applicable,0,4000.0,4008.10707927303,False,Unknown,Designated,1977,BOL,Not Reported
